1 24 81 36 26 
2 27 81 39 26 
3 31 81 34 26 
4 41 81 44 26 
5 41 81 43 26 
6 49 81 51 26 
7 57 81 59 26 
8 65 81 67 26 
9 64 81 67 26 
10 71 81 74 26 
