1 18 67 31 19 
2 19 67 25 19 
3 28 67 34 19 
4 29 67 31 19 
5 36 67 38 19 
6 43 67 45 19 
7 50 67 52 19 
8 57 67 59 19 
9 64 67 66 19 
10 71 67 73 19 
