1 56 105 121 51 
2 53 105 76 51 
3 63 105 76 51 
4 62 105 82 51 
5 66 105 83 51 
6 73 105 81 51 
7 78 105 82 51 
8 89 105 93 51 
9 91 105 95 51 
10 101 105 105 51 
