1 35 106 55 35 
2 36 106 40 35 
3 44 106 49 35 
4 45 106 53 35 
5 51 106 54 35 
6 61 106 64 35 
7 71 106 74 35 
8 73 106 76 35 
9 82 106 85 35 
10 91 106 94 35 
