1 43 103 78 41 
2 43 103 64 41 
3 47 103 55 41 
4 49 103 57 41 
5 56 103 61 41 
6 61 103 64 41 
7 71 103 74 41 
8 73 103 76 41 
9 82 103 85 41 
10 91 103 94 41 
