1 49.0 109 79.0 57 
2 50.0 109 63.0 57 
3 54.0 109 61.0 57 
4 58.0 109 72.0 57 
5 62.0 109 71.0 57 
6 68.0 109 76.0 57 
7 79.0 109 87.0 57 
8 90.0 109 98.0 57 
9 83.0 109 87.0 57 
10 92.0 109 96.0 57 
11 90.0 109 91.0 57 
